,Release Date,Season,Episode,Episode Title,Name,Sentence,label
8761,2013-04-28,Season 3,Episode 5,Kissed by Fire,shireen,"Why not? What will they do, lock us in cells?",['anger']
8762,2013-04-28,Season 3,Episode 5,Kissed by Fire,davos,I wouldn't know where to start.,['joy']
8763,2013-04-28,Season 3,Episode 5,Kissed by Fire,shireen,"At the beginning. This word is Aegon. When you see A, E, and G together like that, it sounds like egg. And the title of the whole book is 'An History of Aegon the Conqueror and His Conquest of Westeros.'",['sadness']
8764,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,It was a bitch of a siege.,['joy']
8765,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"Mm, you were first through the breach at Pyke?",['joy']
8766,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,"The second. Thoros of Myr went in alone, waving that flaming sword of his.",['fear']
8767,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,Thoros of Myr. Bloody madman. Robert knighted you after the battle?,['joy']
8768,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,"Proudest moment of my life. One knee in the dust, the king's sword on my shoulder, listening to the words. 'In the name of the Warrior, I charge you to be brave.' All I could think of was how badly I had to piss.",['joy']
8769,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,In full plate metal for sixteen hours. Never occurred to me till the fighting was over. I was very nearly the first man knighted to piss on the king's boots.,['joy']
8770,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"Robert would have laughed. He was a good man, a great warrior. And a terrible king. I burned away my years fighting for terrible kings.",['joy']
8771,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,You swore an oath.,['anger']
8772,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"Yes. And a man of honor keeps his vows, even if he's serving a drunk or a lunatic. Just once in my life before it's over, I want to know what it's like to serve with pride, to fight for someone I believe in. Do you believe in her?",['joy']
8773,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,With all my heart.,['joy']
8774,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,These are the ones?,['anger']
8775,2013-04-28,Season 3,Episode 5,Kissed by Fire,missandei,"Yes, khaleesi. The officers.",['anger']
8776,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,You did not choose this life. But you are free men now. And free men make their own choices. Have you selected your own leader from amongst your ranks?,['sadness']
8777,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,Remove your helmet,['joy']
8778,2013-04-28,Season 3,Episode 5,Kissed by Fire,grey worm,This one has the honor.,['anger']
8779,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,What is your name?,['joy']
8780,2013-04-28,Season 3,Episode 5,Kissed by Fire,grey worm,Grey Worm.,['anger']
8781,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,Grey Worm.,['anger']
8782,2013-04-28,Season 3,Episode 5,Kissed by Fire,missandei,"All Unsullied boys are given new names when they are cut- Grey Worm, Red Flea, Black Rat. Names that remind them what they are- vermin.",['anger']
8783,2013-04-28,Season 3,Episode 5,Kissed by Fire,daenerys targaryen,"From this day forward you will choose your own names. You will tell your fellow soldiers to do the same. Throw away your slave name. Choose the name your parents gave you, or any other. A name that gives you pride.",['joy']
8784,2013-04-28,Season 3,Episode 5,Kissed by Fire,grey worm,"Grey Worm"" gives me pride. It is a very lucky name. The name this one was born with was cursed. That was the name he had when he was taken as a slave. But Grey Worm is the name this one had the day Daenerys Stormborn set him free.",['joy']
8785,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,King Robert wanted her dead.,['anger']
8786,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,Of course he wanted her dead. She's a Targaryen. The last Targaryen.,['love']
8787,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,I suppose no one on the small council could speak sense to him.,['joy']
8788,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,I didn't sit on the small council.,['anger']
8789,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,No? Doesn't the Lord of the Kingsguard traditionally-,['anger']
8790,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"Traditionally, yes, but I killed a dozen of Robert's friends during his rebellion.",['joy']
8791,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,He didn't want advice on how to govern from a man who had fought for the Mad King. Can't say I minded much. I always hated the politics.,['anger']
8792,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,"Yeah, I imagine I would, too. Hours spent jabbering about backstabbings - and betrayals the world over.",['joy']
8793,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,Mm-hmm.,['anger']
8794,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,"Still, she'll have to wade through that muck if she wants to rule the Seven Kingdoms.",['fear']
8795,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"She'll have good men around her to advise her, men with experience.",['sadness']
8796,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,Which men do you have in mind?,['sadness']
8797,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"Forgive me, Ser Jorah, for what I'm about to say, but your reputation in Westeros has suffered over the years.",['joy']
8798,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,It suffered for a reason. I sold men into slavery.,['sadness']
8799,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,I don't know if your presence by her side will help our cause when we go home.,['anger']
8800,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,"Our cause? Forgive me, Ser Barristan, but I was busy defending the khaleesi against King Robert's assassins while you were still bowing to the man.",['joy']
8801,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,We both want her to rule. Am I wrong?,['joy']
8802,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,You only joined us a few days ago. I can't speak to your intentions.,['joy']
8803,2013-04-28,Season 3,Episode 5,Kissed by Fire,barristan,"If we're truly her loyal servants, we will do whatever needs to be done, no matter the cost, no matter our pride.",['joy']
8804,2013-04-28,Season 3,Episode 5,Kissed by Fire,jorah mormont,You're not Lord here. You're just another exile. And I take my orders from the queen.,['surprise']
8805,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,Come to bed.,['love']
8806,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,You were right.,['joy']
8807,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,The Karstarks are gone. Almost half our forces. Tywin Lannister knows what he needs to do to make us unravel. Nothing. Only wait.,['surprise']
8808,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,Don't let him.,['anger']
8809,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,What can I do? Attack King's Landing? There's nothing he'd like better. He'd crush us in a day.,['joy']
8810,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,We could ride north. Take your land back from the Greyjoys. Wait out the winter.,['sadness']
8811,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,"Winter could last five years. Once my bannermen are home again, sitting by the fire, surrounded by their families, warm and safe, they'll never ride south again. When I gathered my lords together, we had a purpose, a mission. Now we're like a band of bickering children.",['fear']
8812,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,Give them a new purpose.,['joy']
8813,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,What?,['anger']
8814,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,"Oh, I don't know. I don't even know where Winterfell is.",['joy']
8815,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,Here. And we're here. King's Landing-,['joy']
8816,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,What is it?,['anger']
8817,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,"I can't force them to meet us in the field and I can't attack them where they're strongest, but I can attack them where they're not.",['joy']
8818,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,And Casterly Rock can't run away. I'm going to take their home away from them.,['joy']
8819,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,Can you do it?,['anger']
8820,2013-04-28,Season 3,Episode 5,Kissed by Fire,robb stark,I need men to replace the Karstarks who marched home. There is only one person in this kingdom with that kind of army who hasn't already sided with the Lannisters. The man whose daughter I was supposed to marry- Walder Frey.,['anger']
8821,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,He's such a splendid fighter. Do you have any idea when we might,['anger']
8822,2013-04-28,Season 3,Episode 5,Kissed by Fire,margaery tyrell,I'll plant the seed as soon as Joffrey and I are married. It should grow quickly.,['sadness']
8823,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,Joffrey won't let me leave. He's got too many reasons to keep me here.,['joy']
8824,2013-04-28,Season 3,Episode 5,Kissed by Fire,margaery tyrell,And only one to let you go. Because it will please me.,['anger']
8825,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,Squire!,['anger']
8826,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,"Well fought, ser.",['anger']
8827,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,That was no fight. I don't know you.,['joy']
8828,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,"Olyver, if it please you.",['anger']
8829,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,"I should like to see you spar with a proper partner, ser.",['joy']
8830,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,How did you know?,['anger']
8831,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,Know what?,['anger']
8832,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,That I wanted to.,['anger']
8833,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,"My lord, I'll have you know I'm to be married soon and even my intended hasn't the slightest notion.",['joy']
8834,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,"They rarely do, in my experience.",['joy']
8835,2013-04-28,Season 3,Episode 5,Kissed by Fire,loras,"You have a good deal of experience, do you?",['anger']
8836,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,With the husbands.,['joy']
8837,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,That didn't take long.,['joy']
8838,2013-04-28,Season 3,Episode 5,Kissed by Fire,olyvar,"Well, it took long enough. It seems our Knight of Flowers is engaged to be wed.",['joy']
8839,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,Is he? And who's the lucky girl?,['joy']
8840,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"She may not be the grandest ship in the world or the fastest, but she's mine. I've always wanted a ship. Now I want a dozen. Strange, isn't it?",['anger']
8841,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,What is?,['anger']
8842,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"It doesn't matter what we want, once we get it, then we want something else. Your hair is different.",['anger']
8843,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,Is it?,['anger']
8844,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,Lady Margaery wears it that way.,['anger']
8845,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,Many ladies wear it this way.,['love']
8846,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,I have good news. I'll be leaving the city soon.,['joy']
8847,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,You still want me to come with you?,['anger']
8848,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"It's not a question of what I want. It's what you want. You want to go home, don't you?",['joy']
8849,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,"Of course. More than anything. But maybe it would be better to wait. I've been thinking how dangerous it would be. Not just for me, but for you. You've been so kind. I'd feel terrible if anything happened to you. I can't tell you how touched I am by your concern for my welfare.",['joy']
8850,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"I hope you know that I'm your friend, Sansa. Your true friend.",['fear']
8851,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,"I do, Lord Baelish.",['anger']
8852,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,Petyr.,['anger']
8853,2013-04-28,Season 3,Episode 5,Kissed by Fire,sansa stark,Petyr.,['anger']
8854,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"If you wish to stay, then of course you will stay.",['joy']
8855,2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,We'll speak again when I return.,['joy']
8856,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,You're late.,['surprise']
8857,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,What's she doing here?,['joy']
8858,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"Our business concerns her, too. Sit.",['joy']
8859,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,"You'll be pleased to learn that after one conversation with Olenna Tyrell, I've saved the crown hundreds of thousands on this wedding.",['fear']
8860,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Never mind that now. We have something important to discuss.,['joy']
8861,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,I'm Master of Coin. Saving money is important.,['love']
8862,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,Stop that. You're making me uncomfortable.,['surprise']
8863,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Your sister has learned that your new friends the Tyrells are plotting to marry Sansa Stark to Ser Loras.,['sadness']
8864,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,"Very well. She's a lovely girl. Missing some of Loras' favorite bits, but I'm sure they'll make do.",['love']
8865,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Your jokes are not appreciated.,['joy']
8866,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,"It wasn't my best, but-",['anger']
8867,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"I bring them into the royal fold and this is how they repay me, by trying to steal the key to the North out from under me.",['anger']
8868,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,Sansa is the key to the North? I seem to remember she has an older brother.,['anger']
8869,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,The Karstarks have marched home. The young wolf has lost half his army. His days are numbered. Theon Greyjoy murdered both his brothers. That makes Sansa Stark the heir to Winterfell. And I am not about to hand her over to the Tyrells.,['surprise']
8870,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,The Tyrell army is helping us to win this war. Do you really think it's wise to refuse them?,['joy']
8871,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,There's nothing to refuse. This is a plot. Plots are not public knowledge. And the Tyrells won't carry this one out until after Joffrey's wedding. We need to act first and kill this union in its crib.,['fear']
8872,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,And how do we do that?,['anger']
8873,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,We find Sansa Stark a different husband.,['anger']
8874,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,Wonderful.,['joy']
8875,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,"Yes, it is.",['anger']
8876,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,You can't mean it.,['anger']
8877,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,I can and I do.,['anger']
8878,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,Joffrey has made this poor girl's life miserable since the day he took her father's head. Now she's finally free of him and you give her to me? That's cruel even for you.,['joy']
8879,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"Do you intend on mistreating her? The girl's happiness is not my concern, nor should it be yours.",['joy']
8880,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,She's a child!,['anger']
8881,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,"She's flowered, I assure you. She and I have discussed it at length.",['fear']
8882,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"There, you see? You will wed her, bed her, and put a child in her. Surely you're capable of that.",['surprise']
8883,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,And if I refuse?,['joy']
8884,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,You wanted to be rewarded for your valor in battle. Sansa Stark is a finer reward than you could ever dare hope for. And it is past time you were wed.,['joy']
8885,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrion lannister,I was wed. Or don't you remember?,['joy']
8886,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Only too well.,['anger']
8887,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,You should be thanking the gods for this. This is more than you deserve.,['anger']
8888,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Tyrion will do as he's bid. As will you.,['joy']
8889,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,What do you mean?,['anger']
8890,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,You'll marry Ser Loras.,['anger']
8891,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,I will not.,['anger']
8892,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"The boy is heir to Highgarden. Tyrion will secure the North, you will secure the Reach.",['anger']
8893,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,"No, I won't do it.",['joy']
8894,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,"Yes, you will. You're still fertile. You need to marry again and breed.",['surprise']
8895,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,"I am Queen Regent, not some broodmare.",['anger']
8896,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,You're my daughter! You will do as I command and you will marry Loras Tyrell and put an end to the disgusting rumors about you once and for all.,['surprise']
8897,2013-04-28,Season 3,Episode 5,Kissed by Fire,cersei lannister,"Father, don't make me do it again, please.",['sadness']
8898,2013-04-28,Season 3,Episode 5,Kissed by Fire,tywin lannister,Not another word. My children. You've disgraced the Lannister name for far too long.,['joy']
8899,2013-04-28,Season 3,Episode 5,Kissed by Fire,shireen,"It's always summer / Under the sea / I know I know / Oh, oh, oh. / The birds have scales / And the fish take wing / I know I know / Oh, oh, oh. / The rain is dry / and snow falls up / I know, I know / Oh, oh, oh. / The stones crack open / The water burns / The shadows come to dance / My lord / The shadows come to play / The shadows come to dance / My lord / The shadows come to stay.",['surprise']
8900,2013-05-05,Season 3,Episode 6,The Climb,gilly,You've got too much wood in there.,['joy']
8901,2013-05-05,Season 3,Episode 6,The Climb,sam,"But the more wood, the bigger the fire.",['joy']
8902,2013-05-05,Season 3,Episode 6,The Climb,gilly,It needs to breathe. Take off that big log.,['fear']
8903,2013-05-05,Season 3,Episode 6,The Climb,sam,Huh. You know your fires.,['anger']
8904,2013-05-05,Season 3,Episode 6,The Climb,gilly,Someone built your fires for you growing up?,['anger']
8905,2013-05-05,Season 3,Episode 6,The Climb,sam,"It doesn't get so cold down in the Reach. And there were servants, of course.",['sadness']
8906,2013-05-05,Season 3,Episode 6,The Climb,gilly,I knew you were highborn.,['anger']
8907,2013-05-05,Season 3,Episode 6,The Climb,sam,"Oh, I found something at the Fist of the First Men. Buried treasure. Thousands of years old. I think.",['sadness']
8908,2013-05-05,Season 3,Episode 6,The Climb,gilly,What does it do?,['anger']
8909,2013-05-05,Season 3,Episode 6,The Climb,sam,"I'm not sure that it does anything. It's beautiful, though, isn't it?",['fear']
8910,2013-05-05,Season 3,Episode 6,The Climb,gilly,How much longer?,['joy']
8911,2013-05-05,Season 3,Episode 6,The Climb,sam,Not so far. A few more days.,['anger']
8912,2013-05-05,Season 3,Episode 6,The Climb,gilly,Is the Wall as big as they say?,['joy']
8913,2013-05-05,Season 3,Episode 6,The Climb,sam,Bigger. So big you can't even see the top sometimes. It's hidden in clouds.,['joy']
8914,2013-05-05,Season 3,Episode 6,The Climb,gilly,You're playing with me.,['surprise']
8915,2013-05-05,Season 3,Episode 6,The Climb,sam,"I'm not. It's seven hundred feet high, all made of ice. On a warm day you can see it weeping. Castle Black is nice enough. They keep a fire burning in the long hall day and night. And Hobb makes venison stew with onions. Very tasty. Sometimes, one of the brothers will sing. Dareon sings best.",['joy']
8916,2013-05-05,Season 3,Episode 6,The Climb,gilly,Do you sing?,['anger']
8917,2013-05-05,Season 3,Episode 6,The Climb,sam,"No. No, no, no. Not very well.",['anger']
8918,2013-05-05,Season 3,Episode 6,The Climb,gilly,Sing me a song.,['surprise']
8919,2013-05-05,Season 3,Episode 6,The Climb,sam,"Oh, all right. Let's see.",['joy']
8920,2013-05-05,Season 3,Episode 6,The Climb,sam,"Oh ahem. The father's face is stern and strong / He sits and judges right from wrong / He weighs our lives, the short and long / And loves the little children / The mother gives the gift of life / And watches over every wife / Her gentle smile ends all strife /And she loves her little children.",['sadness']
8921,2013-05-05,Season 3,Episode 6,The Climb,osha,That's not how you skin a rabbit.,['anger']
8922,2013-05-05,Season 3,Episode 6,The Climb,meera,I know how to skin a rabbit.,['anger']
8923,2013-05-05,Season 3,Episode 6,The Climb,osha,Not by the looks of it.,['joy']
8924,2013-05-05,Season 3,Episode 6,The Climb,osha,"You grow up north of the Wall, you learn the proper way to handle game.",['fear']
8925,2013-05-05,Season 3,Episode 6,The Climb,meera,I didn't see any game before I got here.,['joy']
8926,2013-05-05,Season 3,Episode 6,The Climb,osha,"If I had a bow, I could have shot a dozen rabbits.",['joy']
8927,2013-05-05,Season 3,Episode 6,The Climb,meera,"Well, I made this bow myself. Guess you don't learn how to do that north of the Wall.",['fear']
8928,2013-05-05,Season 3,Episode 6,The Climb,osha,"You learn how to use your fists, though.",['fear']
8929,2013-05-05,Season 3,Episode 6,The Climb,meera,"Oh, you're gonna punch the rabbits to death?",['surprise']
8930,2013-05-05,Season 3,Episode 6,The Climb,osha,I had someone else in mind.,['joy']
8931,2013-05-05,Season 3,Episode 6,The Climb,meera,"Well, someone else is sitting right here.",['joy']
8932,2013-05-05,Season 3,Episode 6,The Climb,bran stark,You're both very good at skinning rabbits.,['surprise']
8933,2013-05-05,Season 3,Episode 6,The Climb,osha,Some of us are just a little better.,['anger']
8934,2013-05-05,Season 3,Episode 6,The Climb,meera,"Well, some of us would say thank you when someone else hunts down their breakfast for them. Or don't they teach you to say thank you north of the Wall?",['anger']
8935,2013-05-05,Season 3,Episode 6,The Climb,osha,"You've got a big mouth, girl, and too many teeth.",['joy']
8936,2013-05-05,Season 3,Episode 6,The Climb,bran stark,Stop it!,['joy']
8937,2013-05-05,Season 3,Episode 6,The Climb,hodor,Hodor.,['anger']
8938,2013-05-05,Season 3,Episode 6,The Climb,bran stark,You've been fighting since you met. Just stop it.,['anger']
8939,2013-05-05,Season 3,Episode 6,The Climb,osha,"Lady Reed here's got a stick so far up her ass, it's a wonder her feet touch the ground.",['anger']
8940,2013-05-05,Season 3,Episode 6,The Climb,bran stark,You've been nasty to her every day. Of course she's nasty back.,['joy']
8941,2013-05-05,Season 3,Episode 6,The Climb,osha,"Me? It's my fault? First time I met her, she put a knife to my throat.",['anger']
8942,2013-05-05,Season 3,Episode 6,The Climb,bran stark,"First time I met you, you held a knife at me. We can't fight each other. We'll never make it to the Wall. I want you both to make peace.",['anger']
8943,2013-05-05,Season 3,Episode 6,The Climb,meera,Your way of skinning rabbits is quicker than mine.,['surprise']
8944,2013-05-05,Season 3,Episode 6,The Climb,osha,"I said so, didn't I?",['joy']
8945,2013-05-05,Season 3,Episode 6,The Climb,bran stark,Osha!,['anger']
8946,2013-05-05,Season 3,Episode 6,The Climb,osha,You're a good little hunter.,['surprise']
8947,2013-05-05,Season 3,Episode 6,The Climb,meera,"Thank you. See? Not so hard, is it? Thank you.",['anger']
8948,2013-05-05,Season 3,Episode 6,The Climb,osha,Don't push me.,['anger']
8949,2013-05-05,Season 3,Episode 6,The Climb,meera,Shh. I'm right here with you.,['joy']
8950,2013-05-05,Season 3,Episode 6,The Climb,rickon,What's happening?,['joy']
8951,2013-05-05,Season 3,Episode 6,The Climb,meera,I'm right here with you.,['joy']
8952,2013-05-05,Season 3,Episode 6,The Climb,rickon,What's wrong with him?,['joy']
8953,2013-05-05,Season 3,Episode 6,The Climb,meera,The visions take their toll.,['joy']
8954,2013-05-05,Season 3,Episode 6,The Climb,bran stark,He's having one now?,['anger']
8955,2013-05-05,Season 3,Episode 6,The Climb,jojen,I saw Jon Snow.,['anger']
8956,2013-05-05,Season 3,Episode 6,The Climb,bran stark,You saw him? At Castle Black?,['anger']
8957,2013-05-05,Season 3,Episode 6,The Climb,jojen,He was on the wrong side of the Wall surrounded by enemies.,['joy']
8958,2013-05-05,Season 3,Episode 6,The Climb,tormund,Used to be you couldn't find a tree within a mile of the Wall. Crows would come out every morning with axes.,['sadness']
8959,2013-05-05,Season 3,Episode 6,The Climb,orell,Your flock gets smaller every year.,['anger']
8960,2013-05-05,Season 3,Episode 6,The Climb,jon snow,You ever climbed it before?,['joy']
8961,2013-05-05,Season 3,Episode 6,The Climb,ygritte,No. But Tormundo s done it half a hundred times. You're afraid.,['surprise']
8962,2013-05-05,Season 3,Episode 6,The Climb,jon snow,Aren't you?,['joy']
8963,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"Aye. It's a long way up and a long way down. But I've waited my whole life to see the world from up there. Here, sit down.",['fear']
8964,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"I brought a pair for you. They're too big for you, but they're good.",['joy']
8965,2013-05-05,Season 3,Episode 6,The Climb,jon snow,You kill someone for them?,['anger']
8966,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"Nah. I didn't kill him, but I bet his balls are still bruised.",['anger']
8967,2013-05-05,Season 3,Episode 6,The Climb,ygritte,He wasn't good to me the way you're good to me. He didn't do that thing you do with your tongue.,['surprise']
8968,2013-05-05,Season 3,Episode 6,The Climb,jon snow,Can we not talk about that here?,['joy']
8969,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"Can we not talk about that here? I'm Jon Snow. I've killed dead men and Qhorin Halfhand, but I'm scared of naked girls.",['sadness']
8970,2013-05-05,Season 3,Episode 6,The Climb,jon snow,Did I seem scared the other day?,['joy']
8971,2013-05-05,Season 3,Episode 6,The Climb,ygritte,You were trembling like a leaf.,['anger']
8972,2013-05-05,Season 3,Episode 6,The Climb,jon snow,Only in the beginning.,['sadness']
8973,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"Only in the beginning. You're a proper lover, Jon Snow. And don't worry. Your secret's safe with me.",['surprise']
8974,2013-05-05,Season 3,Episode 6,The Climb,jon snow,What secret?,['anger']
8975,2013-05-05,Season 3,Episode 6,The Climb,ygritte,Do you think I'm as dumb as all those girls in silk dresses you knew growing up? You're loyal and you're brave. You didn't stop being a crow the day you walked into Mance Rayder's tent.,['surprise']
8976,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"But I'm your woman now, Jon Snow. You're going to be loyal to your woman. The Night's Watch don't care if you live or die. Mance Rayder don't care if I live or die. We're just soldiers in their armies and there's plenty more to carry on if we go down.",['sadness']
8977,2013-05-05,Season 3,Episode 6,The Climb,ygritte,It's you and me that matters to me and you. Don't ever betray me.,['joy']
8978,2013-05-05,Season 3,Episode 6,The Climb,jon snow,I won't.,['joy']
8979,2013-05-05,Season 3,Episode 6,The Climb,ygritte,Cause I'll cut your pretty cock right off and wear it 'round my neck.,['love']
8980,2013-05-05,Season 3,Episode 6,The Climb,tormund,"Sink your metal deep and make sure it holds before taking your next step. And if you fall, don't scream. You don't want that to be the last thing she remembers.",['joy']
8981,2013-05-05,Season 3,Episode 6,The Climb,arya stark,Joffrey. Cersei. Ilyn Payne.,['anger']
8982,2013-05-05,Season 3,Episode 6,The Climb,anguy,You're good. You're not as good as you think you are.,['surprise']
